section,gene,p_adj
A2,ECHDC2,1
A2,ECM1,1
A2,EFEMP2,0.16684426735837096
A2,EFHD2,1
A2,EGFR,1
A2,EIF1AD,1
A2,EIF3B,0.31558545193834964
A2,EIF3F,0.40055470439507973
A2,EIF3G,1
A2,ELN,1
A2,ELOF1,1
A2,EMC3,1
A2,ENPP1,9.25120945998677e-5
A2,EPHB3,0.966523313234411
A2,ERAL1,0.2703071155924618
A2,ERBB2,1.5292420714175042e-4
A2,ERI3,0.5042976266817523
A2,ERMP1,1
A2,ESR1,0.04767443128474058
A2,ETFB,1
A2,EVA1B,0.0018328798409705518
A2,EXD3,1
A2,EXO1,0.16690024727731279
A2,EXOC5,0.15187516500480347
A2,EXOSC1,0.4326500269191459
A2,EXOSC10,0.24618338168043097
A2,EXOSC2,1
A2,EZH2,0.2571146263996915
A2,FAAH,1
A2,FADS2,0.15187516500480347
A2,FAH,0.5043856044613179
A2,FAIM2,1
A2,FAM102A,1
A2,FAM117A,1
A2,FAM118A,1
A2,FAM160B1,1
A2,FAM173A,1
A2,FAM193B,0.6976355210957029
A2,FAM213B,1
A2,FAM3A,1
A2,FAM45A,1
A2,FAP,1
A2,FARP1,1
A2,FARSB,1
A2,FASN,0.024146981454312957
A2,FBF1,1
A2,FBLN2,0.03217675340564441
A2,FCER1G,0.6065834333410536
A2,FDPS,1
A2,FGFR1,1
A2,FGFR4,1
A2,FKBP10,1
A2,FKBP8,0.01154602691271755
A2,FLNA,1
A2,FN1,0.4011582407465472
A2,FNBP4,1
A2,FOXA1,1
A2,FOXC1,0.3338143096114353
A2,FOXP4,0.15686121448405824
A2,FSTL1,1
A2,FSTL3,0.625734807110401
A2,FUOM,1
A2,FUS,1
A2,FZD2,0.029968983862679942
A2,GALK1,1
A2,GANAB,0.12475555813794761
A2,GAR1,1
A2,GAS6,2.9495092215777828e-5
A2,GATA3,9.27908913335443e-5
A2,GATC,1
A2,GBP1,1
A2,GBP2,1
A2,GBP3,1
A2,GBP4,1
A2,GBP5,1
A2,GEMIN4,0.701416667535588
A2,GLCCI1,1
A2,GLG1,1
A2,GLTSCR2,1
A2,GMFG,0.41677144310332315
A2,GMPPA,0.36006515343669543
A2,GNAI2,0.09090984158897893
A2,GNAS,0.008387521437217582
A2,GNL2,0.3475155005299677
A2,GPR108,0.8184435181731409
A2,GPR160,0.31558545193834964
A2,GPRC5A,1.4758505045332895e-5
A2,GPS1,1
A2,GPSM1,1
A2,GPX3,1
A2,GRB7,0.0018328798409705518
A2,GRK3,1
A2,GSK3A,1
A2,GSTM3,1
A2,GYPC,0.15187516500480347
A2,HAGHL,1
A2,HCFC1R1,0.0015644568455029794
A2,HCST,1
A2,HDAC5,0.026845992506623652
A2,HDAC6,1
A2,HELZ2,1
A2,HES1,1
A2,HLA-B,0.008043738099920306
A2,HLA-DMA,0.966523313234411
A2,HLA-DMB,0.2719585961643543
A2,HLA-DOA,1
A2,HLA-DPA1,0.0037241583856763914
A2,HLA-DPB1,0.4964105700364756
A2,HLA-DRA,0.0034278296977971003
A2,HLA-DRB1,0.3889645564608481
A2,HMGB2,1
A2,HNRNPUL2,0.22545637587249492
A2,HOOK3,1
A2,HPS6,1
A2,HSD17B1,1
A2,HSPA4,0.8437567011793212
A2,HSPB1,0.003228478160642608
A2,HSPB11,1
A2,HYI,0.7558977248682461
A2,IDH3G,1
A2,IDUA,1
A2,IER5L,0.013498481137873304
A2,IFI27,1
A2,IFI27L1,1
A2,IFI44L,1
A2,IGFBP2,2.1670877562355586e-6
A2,IGFBP4,0.19711464928468014
A2,IGHA1,0.04767443128474058
A2,IGHG3,0.5518398734934175
A2,IGHG4,1
A2,IGHM,0.9081729765078472
A2,IGKC,0.2575915792725325
A2,IGLC2,0.11531837976666942
A2,IGLC3,0.15187516500480347
A2,IGLC7,1
A2,IKZF3,1
A2,IL10RA,0.901764008290622
A2,ILKAP,1
A2,INAFM1,0.470905851337814
A2,INPP4B,1
A2,INPP5D,0.3294427186401515
A2,INPP5J,1
A2,INTS8,0.7698806281454549
A2,ISG15,0.01797818383262276
A2,ISLR,1
A2,ITGA5,0.9081729765078472
A2,ITGB4,0.01721617031513514
A2,ITGB6,0.0018328798409705518
A2,ITSN1,1
A2,JAG2,1
A2,JAK1,1
A2,JAK3,1
A2,JCHAIN,0.8053997343948963
A2,JMJD6,1
A2,KAT6B,1
A2,KATNA1,1
A2,KCNAB2,1
A2,KCTD10,1
A2,KDM4B,0.7337639182354485
A2,KIAA0895L,1
A2,KIAA1211L,0.08173783295554583
A2,KIAA1217,1
A2,KIAA1468,0.632306298609234
A2,KIAA1715,1
A2,KIF13B,1
A2,KIF2C,1
A2,KLF9,0.8976361846001266
A2,KMT2B,0.1314158587751348
A2,KMT2E,1
A2,KPNB1,1
A2,KRAS,0.16684426735837096
A2,KRT10,1
A2,KRT14,0.1066477809782882
A2,KRT17,1.5061639615685326e-4
A2,KRT5,1
A2,KRT8,1.5292420714175042e-4
A2,KRT86,1
A2,LAMB2,1
A2,LAMTOR2,1
A2,LANCL1,1
A2,LARP1B,1
A2,LARP7,1
A2,LCK,1
A2,LCP1,1
A2,LGALS1,0.45009631892205654
A2,LIMCH1,0.7907370590889123
A2,LIMK1,0.2575915792725325
A2,LINC00176,1
A2,LINGO1,1
A2,LLGL1,1
A2,LMF1,1
A2,LMNA,2.9624063969730944e-6
A2,LRRC8A,1
A2,LRWD1,1
A2,LST1,1
A2,LTB4R,1
A2,LTBP3,1
A2,LTF,1
A2,LUC7L,1
A2,LUC7L3,1
A2,LUM,1
A2,LYL1,1
A2,MAGEF1,1
A2,MAGI1,1
A2,MAGOHB,1
A2,MAP1S,1
A2,MAP3K14,1
A2,MAP3K6,1
A2,MAP4K2,1
A2,MAPK9,1
A2,MAPKAPK5,0.16406083834845875
A2,MAPT,0.2123028322892876
A2,MARS,1
A2,MAVS,1
A2,MCTS1,1
A2,MDM2,0.701416667535588
A2,MED13L,1
A2,MED25,0.22077953143256562
A2,MELK,1
A2,MEN1,1
A2,METTL12,1
A2,METTL16,1
A2,MFAP4,1
A2,MFSD3,1
A2,MFSD7,1
A2,MGMT,1
A2,MGP,6.772855949486424e-8
A2,MIB2,1
A2,MICAL1,1
A2,MICALL2,1
A2,MID1IP1,1
A2,MIF,1
A2,MIIP,1
A2,MKI67,1
A2,MKNK1,1
A2,MLLT4,0.08864050514081147
A2,MLPH,0.490022654658249
A2,MLST8,0.2259409697233206
A2,MMP11,1
A2,MMP9,1
A2,MORC2,0.9099204717848158
A2,MPND,1
A2,MPST,0.01154602691271755
A2,MRPL2,1
A2,MRPL21,1
A2,MRPL23,1
A2,MRPL51,1.3384908511172264e-4
A2,MRPL54,0.10167128001474143
A2,MRPS22,1
A2,MS4A6A,0.010992692975144302
A2,MST1R,1
A2,MTG2,1
A2,MTMR12,1
A2,MUC1,2.8936244561221548e-8
A2,MUCL1,2.1670877562355586e-6
A2,MUS81,0.1896966965558771
A2,MVP,2.4865094468205296e-4
A2,MX2,1
A2,MYBL2,1
A2,MYC,1
A2,MYH10,1
A2,MYL12B,0.0019752302910746454
A2,MYL6B,1
A2,MYL9,1
A2,MYO1G,1
A2,MYO9B,1
A2,MZT2A,0.4397796111791563
A2,NAA10,1
A2,NANS,1
A2,NAT1,1
A2,NCKAP1L,1
A2,NCKAP5L,1
A2,NDC80,1
A2,NDRG1,0.030021789898309236
A2,NDUFA1,0.2380946367065244
A2,NDUFA12,1
A2,NDUFB2,0.04954757654752384
A2,NDUFB3,0.34605325801287196
A2,NDUFB9,4.814530379288993e-5
A2,NDUFC1,0.9081729765078472
A2,NDUFS1,0.36006515343669543
A2,NDUFV3,0.6158294998878986
A2,NEBL,1
A2,NEK7,1
A2,NELFE,1
A2,NFATC4,1
A2,NFIC,1
A2,NINJ1,0.27677510537886635
A2,NIT2,0.16354269436248886
A2,NMRAL1,1
A2,NR1H2,1
A2,NR4A1,0.08864050514081147
A2,NRP1,1
A2,NSMCE1,1
A2,NTMT1,1
A2,NUF2,0.7452133348620567
A2,NUP214,1
A2,NUP93,1
A2,NXN,1
A2,OASL,1
A2,OGFRL1,1
A2,OPTN,1
A2,ORC2,1
A2,ORC6,0.6289008238799745
A2,OSBPL8,1
A2,P4HA2,1
A2,PAF1,1
A2,PAFAH1B3,0.490022654658249
A2,PAQR4,1
A2,PARN,0.24618338168043097
A2,PCCB,1
A2,PCIF1,1
A2,PDCD5,0.2575915792725325
A2,PDGFRA,1
A2,PDGFRB,1
A2,PER1,0.4391249590085878
A2,PEX11G,1
A2,PEX14,1
A2,PGLS,0.7668445835237022
A2,PGR,1
A2,PHF11,1
A2,PHF13,1
A2,PHF21A,1
A2,PHGDH,1
A2,PHKB,1
A2,PIGQ,0.14806840585699885
A2,PIH1D1,1
A2,PILRA,0.21991567041078328
A2,PIM2,1
A2,PITX1,1.1334750871817552e-5
A2,PKNOX1,1
A2,PLAC9,0.4397796111791563
A2,PLEKHO2,1
A2,PLIN2,1
A2,PLK1,1
A2,PLK2,2.1564025787840104e-5
A2,PLLP,0.8053997343948963
A2,PLP2,0.7337639182354485
A2,PLPPR2,0.5824965580448065
A2,PLSCR1,1
A2,PLTP,1
A2,PLVAP,0.2783702859030576
A2,PLXNA1,1
A2,PLXND1,3.653322093508037e-5
A2,PMP22,0.08877242299952735
A2,PNISR,1
A2,PNMT,0.0027739669420686415
A2,PNP,1
A2,PNPLA6,1
A2,PODNL1,1
A2,PODXL,1
A2,POLR2E,0.36006515343669543
A2,POLR2J,0.15187516500480347
A2,POR,1
A2,POSTN,1
A2,PPHLN1,0.7668445835237022
A2,PPIB,1
A2,PPIH,0.1410267563296221
A2,PPM1G,1
A2,PPP1R1A,1
A2,PPP1R1B,2.8936244561221548e-8
A2,PPP1R37,0.2575915792725325
A2,PRKAB1,1
A2,PRKCSH,0.03217675340564441
A2,PROSER1,1
A2,PRPF6,1
A2,PRPSAP1,1
A2,PSCA,1
A2,PSMD4,1
A2,PSTPIP1,1
A2,PTGDS,1
A2,PTOV1,0.025159285688336676
A2,PTP4A3,0.5046474935653605
A2,PTPRC,1
A2,PTPRJ,1
A2,PTRF,1
A2,PTRH1,1
A2,PTTG1,1
A2,PUS3,1
A2,PWP1,1
A2,PWWP2B,1
A2,PXDN,1
A2,PYURF,1
A2,QSOX1,0.0045668974598847304
A2,R3HDM2,1
A2,RAB11FIP1,1
A2,RAB3A,1
A2,RAB3GAP1,1
A2,RAB3IL1,0.4397796111791563
A2,RABGAP1L,0.1410186672965322
A2,RALBP1,1
A2,RALGAPA2,1
A2,RAMP2,1
A2,RAP1B,1
A2,RARS2,1
A2,RASA2,1
A2,RASGRP2,1
A2,RASSF3,0.012656890824589413
A2,RBL1,1
A2,RBM42,1
A2,RECQL4,1
A2,RECQL5,0.7519765447662161
A2,REEP6,1
A2,RGS1,1
A2,RHOB,1
A2,RIOK1,1
A2,RMND1,1
A2,RNASET2,0.4397796111791563
A2,RND3,0.20154258582995024
A2,RNF135,1
A2,RNF170,1
A2,RRAS,1
A2,RRM2,0.008043738099920306
A2,RSL1D1,0.9081729765078472
A2,RSRP1,0.21587944363236158
A2,RUVBL1,1
A2,S100A14,1.0220578610049366e-6
A2,S100A9,0.00737520792853935
A2,SAMM50,1
A2,SASH1,1
A2,SAT1,6.841799947630968e-5
A2,SCAF1,1
A2,SCD,5.361936094485497e-10
A2,SCNN1D,1
A2,SCX,1
A2,SDHB,0.6712561851947065
A2,SEC14L2,0.11698503981851237
A2,SEC23A,1
A2,SEMA3B,0.6623768612853492
A2,SEMA4B,1
A2,SF3B4,1
A2,SFRP1,1
A2,SFSWAP,1
A2,SGTA,1
A2,SH3BP5L,1
A2,SIGLEC1,0.2833375031937105
A2,SIGMAR1,1
A2,SLC16A2,1
A2,SLC16A3,1
A2,SLC22A18,1
A2,SLC25A24,1
A2,SLC2A1,6.720057428073705e-4
A2,SLC2A8,0.34605325801287196
A2,SLC35A2,1
A2,SLC39A6,0.11698503981851237
A2,SLC43A1,1
A2,SLC4A5,1
A2,SLC8B1,1
A2,SLC9A3R2,0.134604306657202
A2,SLC9A8,1
A2,SLFN13,1
A2,SLPI,0.7337639182354485
A2,SMCHD1,1
A2,SMG9,1
A2,SMYD2,1
A2,SNAPC3,1
A2,SNF8,1
A2,SNRPD3,1
A2,SNTA1,0.3090258723513148
A2,SNX33,0.2833375031937105
A2,SNX8,1
A2,SOD3,0.03291355457843923
A2,SOS2,1
A2,SOX4,2.383761711055749e-4
A2,SP6,1
A2,SPAG9,1
A2,SPARC,0.18477261458375144
A2,SPIN1,1
A2,SPSB1,1
A2,SRGN,1
A2,SRPX2,1
A2,SRR,0.6187633979936212
A2,SRRT,1
A2,SRSF1,0.19924230911769858
A2,SRSF5,1
A2,SSSCA1,1
A2,STAMBP,1
A2,STAT5A,1
A2,STK17A,1
A2,STK4,1
A2,STMN1,0.9081729765078472
A2,STRN3,1
A2,STT3A,0.11654850469779786
A2,SUGP1,1
A2,SURF1,1
A2,SVIL,1
A2,SYDE1,1
A2,SYK,1
A2,TACC3,1
A2,TANC2,1
A2,TARBP1,1
A2,TAX1BP1,1
A2,TAX1BP3,1
A2,TBC1D10A,0.2600957593746468
A2,TBC1D23,1
A2,TBCA,1
A2,TBXAS1,1
A2,TCEA2,1
A2,TCEA3,1
A2,TCF25,1
A2,TDRD3,1
A2,TESK1,1
A2,TESMIN,1
A2,TEX10,1
A2,TEX2,1
A2,TFF3,6.656246766530964e-8
A2,TGFBR2,1
A2,THBS1,0.36006515343669543
A2,THOC5,1
A2,THOC6,1
A2,TIGD5,1
A2,TIMP1,1.862419415201354e-4
A2,TJP3,1
A2,TM7SF2,1
A2,TMBIM6,0.18575100574291997
A2,TMEM101,1
A2,TMEM123,0.4391249590085878
A2,TMEM14B,1
A2,TMEM160,0.36245485694248947
A2,TMEM184A,0.3090258723513148
A2,TMEM259,1
A2,TMEM45B,0.490022654658249
A2,TMEM86A,0.7216009470287611
A2,TMX1,1
A2,TNC,0.3894816555242084
A2,TNFRSF14,1
A2,TNFRSF21,1
A2,TNFRSF4,1
A2,TNNT1,1
A2,TOM1L2,1
A2,TP53I3,1
A2,TPM2,1
A2,TRAC,0.022899899623712843
A2,TRAF5,1
A2,TRAP1,0.4964105700364756
A2,TRAPPC4,1
A2,TRIM14,1
A2,TRIM22,1
A2,TRIM25,0.4003490747780503
A2,TRIM47,1
A2,TSPAN33,1
A2,TSR2,1
A2,TTC31,1
A2,TTI1,1
A2,TXN2,1
A2,TXNDC17,0.18956971663539496
A2,TXNRD2,0.2575915792725325
A2,TYMS,1
A2,TYROBP,0.2703071155924618
A2,UBA52,2.1670877562355586e-6
A2,UBA6,1
A2,UBAP2L,1
A2,UBE2C,0.5071919736845785
A2,UBE2T,0.12646251989893018
A2,UBE2W,1
A2,UBL7,1
A2,UBR2,1
A2,UBXN1,1
A2,UCK1,1
A2,UFD1L,1
A2,UQCRC1,0.7651735677464669
A2,UXS1,1
A2,UXT,1
A2,VARS,1
A2,VAV1,1
A2,VCAM1,1
A2,VEGFB,0.7668445835237022
A2,VIM,0.10167128001474143
A2,VPS13D,1
A2,VPS45,1
A2,VWF,1
A2,WDFY3,1
A2,WDR13,1
A2,WDR34,0.005820035753589677
A2,WDR46,0.7982455822267122
A2,WDR73,1
A2,WDR74,1
A2,WIPF1,1
A2,XAB2,1
A2,XIAP,1
A2,XPO6,0.7731284045719171
A2,YIPF4,1
A2,YTHDC1,1
A2,ZDHHC12,1
A2,ZFAND3,1
A2,ZFP36,0.1410186672965322
A2,ZFPL1,1
A2,ZFR,1
A2,ZG16B,1
A2,ZMAT5,1
A2,ZMYND19,0.030865329879933248
A2,ZMYND8,0.13474483397976672
A2,ZNF217,0.5518398734934175
A2,ZNF337,1
A2,ZNF33B,1
A2,ZNF362,1
A2,ZNF524,1
A2,ZNF592,1
A2,ZNF644,0.13878548913110722
A2,ZNF668,1
A2,ZNF771,1
A2,ZNF787,1
A2,ZNF791,1
A2,ZNF83,1
A2,ZNF91,0.5274336110122967
A2,ZNRF1,1
A2,ZSWIM8,1
A3,A2M,0.07231356360796613
A3,AAMDC,1
A3,ABCA3,0.04009464929113589
A3,ABCA7,1
A3,ABCF3,0.3369005355698349
A3,ABHD14A,1
A3,ABHD4,1
A3,ACAA1,1
A3,ACER3,1
A3,ACTR3B,1
A3,ADAM15,2.705531487361079e-19
A3,ADCY3,1
A3,ADI1,4.911271945998337e-11
A3,AEBP1,0.21069888587390637
A3,AES,1.8755005765288667e-19
A3,AGAP2,1
A3,AGO2,1
A3,AGPAT2,2.353471216992065e-6
A3,AGR2,1.7918784985568022e-4
A3,AHCY,1
A3,AKAP9,1
A3,AKR1A1,1
A3,AKT1S1,6.558374806576116e-5
A3,ALDH16A1,1
A3,ALG3,0.23336040756259635
A3,ANGPTL4,0.8797548325216937
A3,ANKLE2,1
A3,ANKRD12,1
A3,ANKRD28,1
A3,ANLN,1
A3,ANO10,0.5960561112081679
A3,AP5B1,1
A3,AP5Z1,1
A3,APBA2,1
A3,APBB2,1
A3,APOBEC3G,1
A3,APOC1,1
A3,AQP1,1
A3,ARF5,1.097447933781636e-5
A3,ARF6,0.4319393486803439
A3,ARFGEF2,0.6990982156874356
A3,ARHGAP10,1
A3,ARHGAP4,1
A3,ARHGAP45,1
A3,ARHGAP5,1
A3,ARHGEF10L,1
A3,ARHGEF3,0.7356636660338092
A3,ARHGEF40,1
A3,ARID1B,0.944215978084706
A3,ARID3A,1
A3,ARID4A,1
A3,ARID5A,0.031436431754746565
A3,ARID5B,1
A3,ARNT,1
A3,ASCL2,0.18609299008105692
A3,ASH2L,1
A3,ASL,1
A3,ASMTL,0.23228174347428526
A3,ASNA1,0.002844825535339842
A3,ASNS,0.8210517108355232
A3,ATAD1,0.6701915703893856
A3,ATF6B,1
A3,ATG12,1
A3,ATG16L2,1
A3,ATL2,1
A3,ATP5H,0.6189572194190455
A3,ATP5O,0.321631349502826
A3,ATP6AP1,2.23801750893e-14
A3,ATP6V0D1,1
A3,AURKAIP1,2.1799318402488822e-5
A3,AVEN,1
A3,BABAM1,0.17801824118107207
A3,BAD,3.0605646376441187e-15
A3,BAG1,0.23100414470861033
A3,BAIAP3,1
A3,BCAM,0.17437986253007343
A3,BCL2,1
A3,BCL2L12,0.17437986253007343
A3,BGN,0.002119916280700625
A3,BICDL1,1
A3,BIN3,0.321631349502826
A3,BIRC2,1
A3,BIRC5,0.10271196682951764
A3,BLVRA,1
A3,BOK,2.3276759992187795e-4
A3,BOLA3,1
A3,BRD9,0.29055318962272486
A3,BRF1,1
A3,BRF2,1
A3,BRK1,1
A3,BRPF1,1
A3,BSG,9.054010076091915e-17
A3,BST2,0.7833844124103877
A3,BTG1,0.0016355772679232698
A3,C10orf10,1
A3,C10orf54,1
A3,C12orf45,1
A3,C15orf61,1
A3,C19orf24,0.039579783760962176
A3,C19orf52,1
A3,C19orf60,9.160405946196733e-4
A3,C1QB,1
A3,C1R,1
A3,C1S,1
A3,C1orf216,1
A3,C2,1
A3,C2CD2L,1
A3,C3,0.012559991827372196
A3,C4orf48,1.066954449450083e-6
A3,C5orf38,0.8733222282358022
A3,C6orf136,1
A3,C6orf48,1
A3,CADM4,1.9853575899556254e-6
A3,CALML5,6.42428727886915e-11
A3,CAMTA2,1
A3,CAPG,1
A3,CARS2,1
A3,CBLC,0.022920226530113122
A3,CCDC106,0.2034025663400597
A3,CCDC167,2.4791008945634645e-5
A3,CCDC57,5.62662376690132e-7
A3,CCDC80,1
A3,CCDC88B,1
A3,CCL19,1
A3,CCL2,1
A3,CCL21,1
A3,CCM2,0.22435908785221834
A3,CCNB1,1
A3,CCNB1IP1,0.2034025663400597
A3,CCNE1,0.5337511384954342
A3,CCNE2,1
A3,CCS,1
A3,CCT4,0.031246242738122865
A3,CD14,0.02952476039541437
A3,CD320,1.6207715584061591e-7
A3,CD3D,1
A3,CD4,1
A3,CD52,1
A3,CD68,1
A3,CD74,1
A3,CD79A,1
A3,CDC20,0.04338816678142759
A3,CDC6,1
A3,CDH11,1
A3,CDH3,1
A3,CDK5RAP1,1
A3,CENPF,0.31974002425775155
A3,CEP250,1
A3,CEP55,1
A3,CERCAM,1
A3,CERS5,7.743350349818247e-8
A3,CES2,1
A3,CFAP36,0.3315015141439879
A3,CFDP1,1
A3,CGGBP1,0.3584742822860013
A3,CHCHD6,1
A3,CHD1,0.9086267113485765
A3,CHD6,1
A3,CHFR,1
A3,CHST11,1
A3,CIR1,1
A3,CLASRP,1
A3,CLDN3,2.6957401855989766e-16
A3,CLDN4,7.886738722735963e-10
A3,CLU,0.07186571030128336
A3,CNN2,3.5382204060674583e-4
A3,COL14A1,1
A3,COL3A1,0.012559991827372196
A3,COL4A1,1
A3,COL6A2,1
A3,COL8A2,1
A3,COMMD1,1
A3,COMP,7.880708552748857e-11
A3,COPS7A,0.8408437874599244
A3,COQ4,1
A3,CORO1A,1
A3,CORO1B,7.552515653023101e-14
A3,CORO2A,0.449407308249745
A3,CORO7,0.002374012986639495
A3,COX5A,1
A3,CPNE1,1
A3,CPSF1,1
A3,CPVL,1
A3,CRABP2,4.31964254122285e-6
A3,CRACR2B,2.0086385056284727e-20
A3,CRELD2,1
A3,CROCC,1
A3,CSF1,1
A3,CSF1R,0.2890817923480493
A3,CTDSPL,1
A3,CTIF,0.20014909740391734
A3,CTSK,1
A3,CTU2,1
A3,CUTC,1
A3,CUX1,1
A3,CX3CL1,0.0037451912493600054
A3,CXCL10,1
A3,CXXC5,0.02214173794482766
A3,CYP27A1,1
A3,DAPK3,0.005305862495153748
A3,DCAF6,0.4995359572520107
A3,DCXR,1
A3,DDAH1,1
A3,DDB2,1
A3,DDIT3,1
A3,DDRGK1,0.0058439895682025995
A3,DDT,0.6038352597830984
A3,DEAF1,0.01819280073285533
A3,DENND1A,1
A3,DERL3,1
A3,DESI1,0.41523866706235735
A3,DHX16,1
A3,DLG1,0.7985015465369496
A3,DMAP1,0.23207853438087334
A3,DNAJB2,0.0016077170768889375
A3,DNAJC1,1
A3,DNAJC7,0.03744666437584321
A3,DOCK6,1
A3,DPH3,1
A3,DPM2,1.3894157151848141e-5
A3,DPP7,0.015236831486922188
A3,DPP9,1
A3,DPYSL3,1
A3,DVL1,1
A3,EBAG9,1
A3,ECHDC2,1
A3,ECM1,0.0019462407767978425
A3,EFEMP2,1
A3,EFHD2,0.07891983029889703
A3,EGFR,1
A3,EIF1AD,1
A3,EIF3B,5.965971896944263e-21
A3,EIF3F,0.19894026154631292
A3,EIF3G,0.23228174347428526
A3,ELN,0.9507140652367355
A3,ELOF1,1.6959782577814815e-4
A3,EMC3,1
A3,ENPP1,4.31964254122285e-6
A3,EPHB3,0.13775633752451677
A3,ERAL1,0.08122672641466708
A3,ERBB2,3.591597710294068e-16
A3,ERI3,0.005409674334101527
A3,ERMP1,1
A3,ESR1,0.3913142946596193
A3,ETFB,3.6837839327878273e-14
A3,EVA1B,0.02002106432695183
A3,EXD3,0.0834096199420383
A3,EXO1,1
A3,EXOC5,1
A3,EXOSC1,1
A3,EXOSC10,0.20460409172782096
A3,EXOSC2,1
A3,EZH2,1
A3,FAAH,0.21069888587390637
A3,FADS2,1
A3,FAH,1
A3,FAIM2,0.30552623285448754
A3,FAM102A,1
A3,FAM117A,1
A3,FAM118A,1
A3,FAM160B1,0.8226596093734495
A3,FAM173A,2.8165196345660187e-6
A3,FAM193B,0.9202371979169649
A3,FAM213B,1
A3,FAM3A,0.002844825535339842
A3,FAM45A,1
A3,FAP,1
A3,FARP1,1
A3,FARSB,1
A3,FASN,6.386688109151488e-7
A3,FBF1,1
A3,FBLN2,1
A3,FCER1G,1
A3,FDPS,0.18060827394945292
A3,FGFR1,0.7327840434764344
A3,FGFR4,0.14159106062285748
A3,FKBP10,0.02357868008263241
A3,FKBP8,2.534092574851667e-4
A3,FLNA,4.417465661122891e-5
A3,FN1,0.12306195891632091
A3,FNBP4,1
A3,FOXA1,0.579776398485313
A3,FOXC1,0.38652177396613746
A3,FOXP4,5.596565924050766e-9
A3,FSTL1,1
A3,FSTL3,6.971431871689802e-5
A3,FUOM,0.6750130563691575
A3,FUS,1
A3,FZD2,1
A3,GALK1,9.235535326682499e-9
A3,GANAB,0.0018205271845921432
A3,GAR1,1
A3,GAS6,0.9335107802333654
A3,GATA3,1.099441591229324e-7
A3,GATC,1
A3,GBP1,1
A3,GBP2,1
A3,GBP3,1
A3,GBP4,1
A3,GBP5,1
A3,GEMIN4,1
A3,GLCCI1,1
A3,GLG1,1
A3,GLTSCR2,0.5960561112081679
A3,GMFG,1
A3,GMPPA,1
A3,GNAI2,5.210303346843202e-5
A3,GNAS,0.007011190190000477
A3,GNL2,0.2723667964621559
A3,GPR108,0.1378252045754608
A3,GPR160,0.5653803477773324
A3,GPRC5A,1.3006598309633676e-5
A3,GPS1,1.2611814888400858e-10
A3,GPSM1,0.04425789720778893
A3,GPX3,0.16923332989088036
A3,GRB7,7.976976866498565e-11
A3,GRK3,1
A3,GSK3A,1.466006834340224e-7
A3,GSTM3,0.3369005355698349
A3,GYPC,1
A3,HAGHL,3.6046133213911935e-15
A3,HCFC1R1,3.0034884165326105e-15
A3,HCST,1
A3,HDAC5,0.38652177396613746
A3,HDAC6,0.6236628400779152
A3,HELZ2,0.9904455666316627
A3,HES1,1
A3,HLA-B,1
A3,HLA-DMA,1
A3,HLA-DMB,1
A3,HLA-DOA,1
A3,HLA-DPA1,1
A3,HLA-DPB1,1
A3,HLA-DRA,0.47329059517374733
A3,HLA-DRB1,0.7661097009517176
A3,HMGB2,1
A3,HNRNPUL2,0.0046373266861330495
A3,HOOK3,1
A3,HPS6,1
A3,HSD17B1,1
A3,HSPA4,0.9088418803052627
A3,HSPB1,2.569119184127509e-4
A3,HSPB11,1
A3,HYI,2.0228245422879727e-9
A3,IDH3G,1
A3,IDUA,0.8408437874599244
A3,IER5L,0.0030189720694262893
A3,IFI27,1
A3,IFI27L1,1
A3,IFI44L,1
A3,IGFBP2,1.4018958171332995e-6
A3,IGFBP4,0.20306839452678044
A3,IGHA1,0.05347860300242358
A3,IGHG3,0.25661041947271096
A3,IGHG4,1
A3,IGHM,1
A3,IGKC,0.1755692855431061
A3,IGLC2,0.5653803477773324
A3,IGLC3,1
A3,IGLC7,1
A3,IKZF3,1
A3,IL10RA,1
A3,ILKAP,1
A3,INAFM1,1
A3,INPP4B,1
A3,INPP5D,1
A3,INPP5J,1
A3,INTS8,0.5000002942505318
A3,ISG15,0.20014909740391734
A3,ISLR,1
A3,ITGA5,0.8408437874599244
A3,ITGB4,0.004602776049966844
A3,ITGB6,0.005981300471339337
A3,ITSN1,1
A3,JAG2,1
A3,JAK1,1
A3,JAK3,1
A3,JCHAIN,0.3529022468752609
A3,JMJD6,0.029437614580407567
A3,KAT6B,1
A3,KATNA1,0.2254032916160307
A3,KCNAB2,1
A3,KCTD10,1
A3,KDM4B,1
A3,KIAA0895L,1
A3,KIAA1211L,1
A3,KIAA1217,1
A3,KIAA1468,1
A3,KIAA1715,0.45689997690251183
A3,KIF13B,0.9904455666316627
A3,KIF2C,1
A3,KLF9,1
A3,KMT2B,6.779630974859788e-9
A3,KMT2E,1
A3,KPNB1,0.944215978084706
A3,KRAS,1
A3,KRT10,0.0026689548842804747
A3,KRT14,1
A3,KRT17,6.490640719512694e-6
A3,KRT5,1
A3,KRT8,1.199254130624851e-10
A3,KRT86,0.34111536198103287
A3,LAMB2,0.6185219417976454
A3,LAMTOR2,0.004015940363114503
A3,LANCL1,0.018707313852616102
A3,LARP1B,1
A3,LARP7,1
A3,LCK,1
A3,LCP1,0.8225932202787665
A3,LGALS1,0.026213863479628997
A3,LIMCH1,0.3320020783755825
A3,LIMK1,1
A3,LINC00176,1
A3,LINGO1,1
